Campaign,Project,Item,ItemId,Asset,AssetId,AssetStatus,DownloadUrl,Transcription,Tags
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-35,218850,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:035/full/pct:50/0/default.jpg,"May, FRIDAY, 27, 1864.
Military Prison, Andersonville, Ga. this
morning a little before day there was considerable 
fuss in camp.  Lynching some of the 
""Raiders"" or camp thieves; there seems to be [a?] 
dread of something bad among the Rebs. Today
 the news augers well for our side.  Today
 I paid $1.00 for 1 qt of flour. & $1.00 for 8 small spoonfuls 
of salt & $1.00 for an orange. All U.S. money
costly living that.
SATURDAY, 28.
I have but little to write for this day.
The ""Grapevine Telegraph"" is working today,
 & there is any amount of rumour 
about Federal success, but rumour I will
not write.  There was a small squad
of 100 or perhaps 150 Yankees, brought in today.
Their news is not very favourable
they were captured near Atlanta Ga.
SUNDAY, 29.
Reader I have but little to write about today.
as prisoners of war our condition is
growing worse & worse every day. Only imagine
18000 men huddled together in a
""Bull Pen"" or stockade, containing not more
than 12 acres & nearly 1/4 of it a swamp &
then you can have but a faint idea
of our situation. Today something over 1000
more prisoners were brought in  their news is
not of much account.
May, MONDAY, 30. 1864
Military Prison Andersonville Ga.  This morning
cold but day gets warmer.  feel rather
unwell today. our condition is getting worse
every day today a large number of Yankee
prisoners were brought into this place.  I 
suppose there are now nearly 20,000 prisoners
in this prison.  Rations short & only corn
bread [to?] eat & sometimes a little rice at that.
TUESDAY, 31
This day is the 2nd anniversary of the Battle
of ""Fair Oaks"" Va.  our condition we then
thought hard enough.  but it was nothing
to our condition as prisoners of
war.  today about 30 more Yankees were
brought in, but their news is so unsatisfactory
& conflicting  I will not second it.
I hope & pray for deliverance from this prison
(of starvation).
June, WEDNESDAY, 1
The month of June commences under very
unfavorable auspices to the inmates
C.S. M. P. Ga.  Still I live in hope that
the time for exchange is arriving nigh
Today there was a very hard thunder
shower & the way the water swept
down the hill through & over our
frail tenements was terrible.  Today
perhaps some 400 or 500 prisoners were
brought here.  no news",
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-36,218851,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:036/full/pct:50/0/default.jpg,"June. THURSDAY, 2. 1864.
C.S.M.P. This morning succeeds a disagreeable
night. It is not only our misfortune to
be Prisoners of War, but when it rains we
have  but very little shelter. But I know I
ought not to complain, for where there is one
man better off than I am, there are at least
100 men not half so well off the day is intensely
hot, there is but little encourageing news.
FRIDAY, 3.
Morning comes after a night of thunder
& heavy rain: My tent leaks overhead and
my ""Terra Firma"" bed is overflowed but soon
dries off; being sandy, but still I know I ought
not to complain; for there are many in this Prison
who have to stand out in the storm & then
lie down in the mud for the night. There is
nothing encouraging; today more Yankee Prisoners
were brought in, Eve, more rain.
SATURDAY, 4.
This day almost continual rain and sometimes
very hard: Our condition! Well I cannot
describe it; words fail me: but only imagine
20000 men shut up in a small camp [?]
of about 12 acres one third of which is swamp,
with mud and filth everywhere & then you have
a better Idea than I can write. today I breathed
air outside the stockade: I went out with a wood
squad; every man has to cook his own rations, today
about 30 more Yankees were brought in.

June. SUNDAY, 5. 1864.
This is Sunday morning: but only for
this little Book I would hardly know it.
there is no difference in days here; the
same work; is to perform on Sunday as on
any other day; it requires much of the time
 to prepare our meal rations; today we are informed
that R. Buford, Co. B. 103rd PV. died in
the Reb. Hos. this is the 2nd out of 44-1 since
May 3.
MONDAY, 6.
This morning pleasant: but very warm:
feel considerably unwell today: caused I
think by the miserable rations upon which
Prisoners are fed in this Miserable abortion
of a Corn-fed-eracy: but I think it will not
last long, today there are any number of stories
about the Reb. Gen. Johnston's defeat. at Marista Ga.
but as usual nothing reliable; Eve more rain.
TUESDAY, 7.
This morning feel quite ill. Diarhoea &
Debility, but I think I will soon be better,
the day is intensely hot. & we suffer accordingly;
today there are about 200 more
Prisoners brought in to this Prison. I
am sorry to another man brought into
this miserable place. only to suffer all that
human flesh ever suffered. this evening
there is heavy rain, & none of us can
do better than lie on the wet ground.",R Buford
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-37,218852,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:037/full/pct:50/0/default.jpg,"June,    WEDNESDAY, 8.    1864.
Military Prison Andersonville Ga. This morning,
gloomy and foggy. My individual condition
is bad enough but not to be compared to
the condition of many men in this camp.
I have got the Diarhrea checked, and to day
I feel tolerably well. the day is intensely hot,
I spend part of the time studying Algebra,
a few more Prisoners are brought in. no news.
THURSDAY, 9.
Still in this Hell-upon-earth of a Prison.
our condition is daily growing more disagreeable
as the weather grows warmer, three out
of four of my mess. are sick and I would be sick
too, but it wont do. Reader, I will here give a
list of some of the ruling prices of this place, rice
per bw. $64.00 U.S. currency; wheat flour $64.00 per bw..
salt $128.00. eggs, $4.00 per doz: Molasses $12.00 per gall.
P.M. rain
FRIDAY, 10.
Military Prison Andersonville Georgia,
""Whenever I take my walk abroad; 
How many poor I see;
""What shall I render to my God, 
For all his gifts to me:
Not more than others I deserve,
Yet God has given me more.""
For I have health while others Lie, 
And pine away and die
[*No changes to day.*]

June,   SATURDAY, 11.    1864
There is nothing new to record to day. The 
same dull monotony of Prison life has to 
be enacted over again. There is a world of 
suffering in this camp. Soldiers naked 
without protection from the almost vertical
rays of the sun: unwholesome food and no medicines,
our condition could hardly be worse. 
Write a letter to My Wife to day.
SUNDAY, 12.
To day is the holy sabbath: but there is 
no Sabbath here; O Liberty; Law and Order
thou canst not be appreciated till thou
art once lost. There are 20000 men cooped up
in about 12 acres of space, surrounded by a 
high stockade, mounted by sentinels and commanded
by Artillery; the Heavens of brass overhead, and no sign
of vegetation far or near; God hasten Deliverance
MONDAY, 13.
This morning most disagreeable; cold rain
every day in the so called Confederacy but
makes our condition worse; lying on the 
wet ground in our wet clothes; and one half the 
men already sick. and you can scarcely imagine
a worse case; the rations issued to 
the inmates of this Prison consists of a ve[ry]
limited portion of boiled rice and a little meat
the day continues cold wet and disagreeable, 
feel considerably ill, but its no use to compl[ain]",
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-38,218853,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:038/full/pct:50/0/default.jpg,"June, Tuesday, 14. 1864.
This is the 14th consecutive day that it has
rained and for the last three days the sun
has scarcely been seen, a more gloomy prospect
I think has seldom fallen to the lot of
man. it is just six weeks to day since
it was our misfortune to be brought here.
how much longer it impossible to tell. rations
boiled rice & meat & very limited at that.

Wednesday, 15.
This day still gloomy & rainy. the sun
struggled hard to dissipate the mist but could
not get through. I need hardly repeat that the
condition of a majority of the Prisoners in camp.
Sumter, Ga. beggars description; Many of the men
have have given up & become abandoned and
desperate. To day about 1100 more Prisoners were
brought here; their news appears rather favorable.

Thursday, 16.
This day still continues cloudy & gloomy with
a little rain. I hardly know what to write for
this day. I sometimes become almost discouraged
but when I walk out and see so many in worse
circumstances than I, I try to become contented.
If I could have but three words from my
wife & daughter assuring me that they were
well; I would be satisfied; I would rather march
three days & fight one out of every week, than
be in this filthy ""Bull Pen.""

June, Friday, 17. 1864.
This day appears to be the great father of wet
days. I am beginning to hope that it will
soon ""clear up cloudy"" & set in for a general
rain. this is only the 17th day it has rained
without missing one day. this may seem like
making light of things; but a man may
as well laugh as cry over such matters.
there is no change or at least none for the better
in our condition

Saturday, 18.
This morning succeeds another night of
rain; and the day continues showery.
I suppose I need hardly repeat that I think
our condition as Prisoners is about as bad
as has commonly fallen to the lot of man,
at least 7 men of the 103rd that I know of have
died since we have been here. J.P. Erwin was
to day robbed of about $100. More Prisoners are
brought in.

Sunday, 19.
This is Sunday but alas! there is no Sunday
here. this day is warm & comparative clear
but the P.M. is somewhat showery. it is
said that a man was killed last night 
by falling into a well; to day one of the 
guards fired upon a man over the ""Dead line""
missed him, but wounded two other men
in their tent. there is no news to day
our prospect for release looks slim, rations
for tomorrow 1/2 qt Boiled rice & a little meat (2 oz)",Bull Pen; 103rd Regiment; rations
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-39,218854,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:039/full/pct:50/0/default.jpg,"June, MONDAY, 20. 1864
This morning I was spectator to a Pugnacious
encounter between two soldiers who ought to have
thought their condition already miserable enough
however they showed no “science” & were to weak
to hurt each other; & after about 10 min. they shook hands: 
friends; & called it “evens.” Today I paid $2.00 
U.S. money for a tin can that would not hold a gallon, 
to make mush in:  A.M. fair; P.M. very wet. “O me
miserum”
TUESDAY, 21.
I have nothing new to record to day. Morn
cloudy but day gets very warm, & I thought
we would one day without rain, but about 
4 P.M. there is considerable rain; to day I went
over the brook.  If there are any worse gambling 
Hells this side of Pandemonium than I find here, I don’t
want to find them; at 9 P.M. draw rations of
scalded meal & rotten meat.
WEDNESDAY, 22.
Passed a sleepless night, thinking on the
helplessness of our condition; & the unfeeling
cruelty of the enemy in whose power for the
present we are. The guard fired on a man
for no apparent cause except to gratify his
fiendish malice:  the cries of the wounded
man still haunt me;  Brave Secesh! go to,
& boast among thy fellows. I too have murdered 
a Yankee; but beware; your turn
may come: then don’t ask quarter of me.

June,  THURSDAY, 23.  1864.
Military Prison Andersonville Ga. there is
no change in the condition of the inmates
of this miserable place.  But I think hope
is beginning to dawn.  I think two or three
weeks will work a change for our good, the day
is very warm:  there are more prisoners
brought in to day; Well the more comes in
the more likely will Government try to get us out.
FRIDAY, 24.
Idem Loci:  I have nothing new to record
to day except, that everyday seems but to make
our condition more miserable; the day is
intensely hot;  there are a few more Prisoners
brought in to day; We did not draw yesterdays
rations till 10 A.M. to day, & then took breakfast
& dinner under one, on corn mush & a little
meat.  there is no reliable news to day.
SATURDAY, 25.
There is nothing new to day; except that
there appears to be a little improvement in the
rations issued to us Prisoners;  to day we had
fresh beef, & rice soup for dinner, & corn bread;
To day I was out with a squad of men
for wood. It seems to be a relief to get out.
the air is so much purer.  Vegetation tries
to flourish; but bears the marks of the iron
heel of War.  Guards, accommodating &
friendly.",
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-40,218855,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:040/full/pct:50/0/default.jpg,"June, Sunday, 26. 1864.
Military Prison, Andersonville Ga. another 
Sunday has dawned upon us in this crowded 
prison, death is too common a visitor here to 
be much noticed unless he invades our particular 
circle; it is not certainly known, but it is 
highly probable. M.J. McKay, of ""B."" Co. is dead; his 
place is filled by another. Read the 1st & and last Books 
of the New Testament today. Eve. More ""Yanks"" arrive.
Monday, 27.
Morning pleasant to those who are in a 
situation to enjoy it.  But for myself, I am 
considerably unwell, but I think it will 
not last long: the day is intensely hot; 
and much sickness prevails; thirst of men 
in a place where the sun's rays fall only 6 1/2 degrees from 
the zenith, & no protection from his rays and 
so crowded that you can hardly pass. Eve. again 
more prisoners are brought in.
Tuesday, 28.
Military Prison, If this is not Hell itself 
it must be pandemonium; which is only 
Hell Gate, Heaven forbid I should ever 
see a worse place, the day is intensely hot 
in the A.M.; P.M. there is a heavy rain, 
the prisoners are so crowded it is next to 
impossible to pass. Men are dropping dead 
on all sides; to day Corp. J.B. Stewart, Co. A. 
103rd P.V. died. Eve. 350 more prisoners are 
brought in. God pity them.
June, Wednesday, 29. 1864.
It is just 10 weeks since we have been 
prisoners of war; Morn. comes and goes, 
""but comes and brings no day,"" at least 
no day of deliverance for the Prisoner of 
this horrible prison; Every day there are 
a lot of new stories concerning exchanges, 
but they but lying gossip. This day not so 
warm as usual, still more prisoners arrive.
Thursday, 30.
Credit to whom credit is due; and when 
the Rebs do that which is right; I am willing 
to give them the credit; to day they have cleared 
out the ""raiders"" or camp thieves and 
robbers who have cursed this prison camp & 
robbed & murdered many an unfortunate man. 
I hope they may hang them higher than Haman 
but hanging is much to good a fate for them.
July, Friday, 1.
To day all the detachments from 48 to 98 inclusive 
were moved into a new prison; this 
gives those who remain room to breathe without 
breaking over the ""Dead line"" A detachment 
consists of 270 men divided into 
three messes of 90 men each.  the writer is 
in Detachment 44, 1st mess. this day 
is very hot. there is no encouraging news 
but camp gossip not worth the breath that tells it.",Corporal G B Stewart; M J McKay
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-41,218856,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:041/full/pct:50/0/default.jpg,"July, SATURDAY, 2, 1864
Military Prison Andersonville Ga. to day 
I witnessed Suffering enough to melt the 
heart of a Stone unused to seeing suffering
I hardly know which to blame most.
the relentless cruelty of the Rebels, or the perfidy
of the Gov. of U.S. for deserting its
soldiers in the hour of trial; and keeping back 
the exchange of Prisoners. To day the Hottest yet.

SUNDAY, 3.
There is no change in our situation except 
that since we are not so much crowded 
the usual morning roll call has been resumed; 
there is no surgeon's call this day 
& the sick must wait another day for treatment; 
as in dry weather all signs of rain fail, 
so all signs of exchange appear to fail in our case. 
There are plenty of vague rumours but no reliable news.

MONDAY, 4.
This the 88th Anniversary of our national 
Independence; we are doomed to spend 
in a Rebel Military Prison; There is quite 
a stir going on since yesterday reorganizing 
the different Detatchments said to be with 
a view of exchange; but I have no faith in 
what I hear; there was no grub issued at 
all yesterday & to day not 1/2 will draw grub, 
have nothing but a little mush; to day 
there is very heavy thunder & rain.


July, TUESDAY, 5. 1864
There is nothing new to chronicle today; 
the air is somewhat cooled since the heavy 
thunder of yesterday; I feel a good deal discouraged 
today; The prospect for speedy deliverance 
from this thraldom of a Prison is not very flattering; 
Still I know as long as I have my health 
I ought not to complain; A great deal of sickness 
now prevails; & no care for the sick; No news:

WEDNESDAY, 6.
It is of the Lord's mercies that we are not consumed; because 
his compassions fail not, They are new every morning; 
great is thy faithfulness; The Lord is my baptism saith my 
soul; therefore will I hope in him. The Lord is good unto 
them, that wait for him, to the soul that seeketh him. 
Is it good that a man should both hope and quietly wait 
for the Salvation of the Lord, [Lam.?], 22nd to 26th transcribe awhile
a Prisoner of War. Andersonville Ga, today more prisoners arrive.

THURSDAY, 7.
O sacred Privilege of American Citizen's 
once sacred; but  now trampled upon by 
Traitors in arms; But has it come to this; has 
the U.S. Gov. no power to protect its citizen 
Soldiers when unfortunately in the hands of 
the enemy; or has it abandoned them as not worth 
notice? forbid it Heaven; last night & to day 
I know of at least five more of the 103rd P.V. 
who have paid the debt of nature. Day very 
hot, many are sick & no relief but in death.",
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-42,218857,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:042/full/pct:50/0/default.jpg,"July,         FRIDAY, 8.        1864.
This morning we are shocked; (if it be
possible to shock our blunted sensibilities)
by the death of Robt. Seaton Co.J. 103rd P.V. also
word that D.W. Jordan Co. B. 103rd died in Reb
Hos."" Monstrum Hoerendum"", there soon will
be none of the 103rd to tell the tale. this day about
the hottest yet. More Prisoners are brought in, A.
Guiher arrived to day, read much History of Rebellion
J.T. Headly.                SATURDAY, 9.
Spent most of this day reading the History
of the Great Rebellion by J.T. Headly,
Tried to act the part of the ""Good Samaritan""
but what can a man do in our condition;
the sun is intensely hot to day,
but in the evening there is very heavy,
rain, cooling the air very much; More
Prisoners arrive to day: - report Sherman at
Atlanta: (Premature)  
SUNDAY, 10.
This morning feel somewhat ill; passed an
uncomfortable night; Still where one man in
this Prison is better off than I. 1000 are not
half so well off, Tongue nor pen can portray
the 1/100 part of the suffering at this place;
& the pitch of human Desparity is extreme;
I don't believe 1/2 the Prisoners know that this
is Sunday & for myself, I am often indebted
to this little book, which I try to keep
posted up, more Prisoners arrive; more rain.

             July,          MONDAY, 11.          1864.
Military Prison; Andersonville, Ga. My heart
is sad: Today I witnessed a Tragical scene; which
Heaven Forbid! I should ever see the like again, six
men of the ""Raiders"" taken out June 30th were hung by
our own men; with the concurrence of the Reb. authorities
One of them broke through the guards; but was recaptured
& placed upon the scaffold; another, when the drop fell, 
broke his rope & fell, but was instantly strung up again;
a solemn warning to all
TUESDAY, 12. 
There is nothing new to record to day; The
tragical scene at the execution of the ""Raiders""
yesterday. still haunts my mind, I hardly know
what to think of it. - That they were guilty and
deserved their fate I have no doubt. & their example
must have impressed itself upon their friends
not soon to be forgotten, but their fate was a terrible one.
To day about 300 more prisoners are brought in.
there must now be 30000 men here.
WEDNESDAY, 13. 
There is nothing new to day; the same
dull monotonous scene of Prison camp
goes on as usual; the same relentless cruelty 
of the Rebs shows itself every day; to day, 
it is said two men were shot by the Guards
& one of them killed; I heard the reports of the guns
but did not go to see: I feel ill to day on account
of overtaxed exertions; (Gouphar), for the last 84
days & nights. I have had no better bed than Mother
Earth but to day I secured the soft side of a board",A Guiher; J T Headly; Hanging of Prisoners; D W Jordan; Robert Seaton; History of the Great Rebellion
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-43,218858,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:043/full/pct:50/0/default.jpg,"July, THURSDAY, 14. 1864
Military Prison: Andersonville Ga. This morning
for exercise sake I take a ramble across the
brook; I suppose there are nearly if not altogether
30000 Prisoners in this camp; and during the
early hours of morn, the smoke from thousands
of little fires over which the unfortunate men cook
their meager corn rations gives the camp the appearance
of the Bottomless pit. & it is little better;

FRIDAY, 15.
Grim Death has made another raid
upon Co. B. 103rd P.V. the victim this time
was Wm D. Woodruff who died about 1 O'Clock
this A.M. also, Meyers of Co. E. 103rd is dead.
I feel considerably better today, paid 60 cts.
for two small biscuit & a little onion. Write
a letter to my wife; the day is very warm.
All quiet & no news. More Prisoners;

Saturday, 16.
I love my Country & my Government
& I believe I am as loyal as a man can
be; but  will put upon record that I
do not like the policy of the present 
Administration. I do not like an Administration
that will not protect its citizen
Soldiers when unfortunately Prisoners of War.
The everlasting Nigger must be protected and the
Soldier may take care of himself. This seems to
be the policy pursued. Eve no News.

July, SUNDAY, 17. 1864
It is just three month today since the Old
Brigade was attacked at Plymouth N.C. Since
that time I suppose we have seen about as
rough usage as has commonly fallen to the lot
of men. Since I have been a prisoner I have had
reasonably good health; but I am afraid I am taking
the scurvy; fat meat & meal & no vegetables it
is no wonder; a few more Prisoners from Atlanta Ga.
are brought in today, news unimportant.

MONDAY, 18
To see a few men still striving to do a little
good in this apparently God-forsaken place
is like the few scattered Oases of the Great Desert
of Sahara. Last night I attended preaching
in the Stockade; (Subject) ""Fight the good fight of
faith"" attendance large & attentive; There is nothing
new to day. The same routine of Prison
life goes on. rations corn meal & a little molasses &
meager at that;

TUESDAY, 19.
O Liberty! A sound once delightful to every
American Citizen! Thou canst not be fully
appreciated till thou are once lost, here we are
in this miserable prison; the Heavens of brass
overhead; the ""sandy soil"" beneath, under an
almost tropical sun, and no protection from
his rays except perhaps a blanket spread out
on a few sticks; our meager morsel cooked, or maybe
only warmed over a few splinters for wood is scarcely
to be had; then imagine our condition.",Wm D Woodruff; Meyers
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-44,218859,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:044/full/pct:50/0/default.jpg,"July, Wednesday, 20. 1864
It is just three months today since we have
been prisoners of War. during that time many
of the Old Brigade have died & many more will
soon follow unless speedily relieved. I count
myself pretty tough but prison life & fare are
more than I bargained for. My joints almost refuse
to perform their office; The Rebs seem to be uneasy
today & are throwing up Fortifications around
as if afraid of a Raid. May it come quickly.
THURSDAY, 21.
This morning I feel considerably unwell.
threatened with Diarhoea. the most dangerous 
disease to which we are subject in
this miserable Prison; The Rebs seem to be
very uneasy about something; and are working
like beavers fortyfying; they evidently anticipate
danger from some quarter; This day is intensely
hot; Rations to day coarse corn bread & molasses.
FRIDAY, 22
When I was taken Prisoner Apr. 20th I had in
my possession $94.00 U.S. Currency; I have lent
out $15.00. I yet have $60.00 the balance of the 
$94.00 I have spent mostly for wood, salt, soap,
flour, beans,&; & &; but I suppose the $60.00 will
not now last, for since I am sick, I cannot
bear the sight of the rations we draw, & .25 to .35 cts
apiece for biscuit soon runs away with money.
To day go out to the Doctor, guards shoot two men
for crowding out to fast, even more prisoners arrive.

July, SATURDAY, 23. 1864.
To day I still feel considerably stiff & unwell. 
& threatened with Diarhoea, my mouth, and 
the glands of my throat are very sore. & I have
no appetite; To day I got another $20.00 bill broken
& soon good by to it; I lent J. Foster; who is sick,
$2.25 additional to the $19.00 which I have already
lent him; To day it is rumored that the Commissioner
of Exchange: have come to terms; God grant it may
be true;
SUNDAY, 24.
I am not so stiff to day; nor so much threatened 
with Diarhoea; but my mouth is very sore:
& the glands of my throat considerably swollen,
paid .50cts for two small biscuit: I can't bear
the sight of corn bread: This day is cooler
than usual; It is still rumored that Exchange
has been agreed upon & will take place soon.
it can't take place to soon for me:
MONDAY, 25.
I still feel very unwell; the scurvy is getting 
a pretty good hold on me: my mouth is
very sore & I have no appetite to eat the miserable 
rations we have to subsist upon. One
day there appears to be some prospect of a 
speedy release from this torment of a Prison
The next day none; I will not yield to
discouragement; but I know if I am destined 
to outlive this calamity; it will be by
a speedy release, eve no news.",John Foster reported dead of dysentery 8-27-1864
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-45,218860,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:045/full/pct:50/0/default.jpg,"July, TUESDAY, 26, 1864
To day I feel somewhat better, but still 
far from being well; my mouth is still 
very sore; but my appetite is somewhat better, 
there is nothing new to day, vague rumour 
is ever busy; but rumour I will not write, 
I suppose I need say nothing about rations, 
it is still coarse corn bread & a little meat or 
else Molasses; Evening sets in rainy; O God
hasten Deliverance.
WEDNESDAY, 27
The killing of a Yankee by the Rebel Guards 
is to common an occurrence to excite much 
comment, but my heart sickens at such 
cruelty; some of the guards it seems would 
rather fire than say ""Stand back."" to day I 
went out to see the Doctor for the scurvy, to day 
paid 30cts for an Irish potato that would 
not weigh two ozs, evening threatens rain. More 
prisoners arrive. No News
THURSDAY, 28
I am not a believer in dreams; but I had a singular 
one last night which has oft been repeated; it may mean 
something, or it may mean nothing; I thought I was 
in a steamboat in a deep & muddy river, the water 
ran wildly; I thought the Boat I was on was 
sinking & I sprang from the hurricane deck upon the 
hurricane deck of another Boat, which to my horror 
I found was also sinking, springing from this upon 
some pieces of broken wreck, I got safely to shore, dry 
shod, while many of my comrades went under; (rain)
July, FRIDAY, 29. 1864.
There is nothing unusual to day. The 
Rebs still seem to be uneasy as though 
they anticipate danger; they are still busy 
throwing up rifle pitts; I still feel considerably 
unwell; the scurvy is still holding on 
to me. Tough I suffer nothing in comparison 
to what others suffer; To day a large No. of Prisoners 
from Shermans army arrive; Day very warm.
SATURDAY, 30
This morning I feel considerably unwell 
my joints are very stiff and almost refuse 
to perform their functions. I am more crippled 
than a man at 60 years of age ought to be, 
I have also a racking pain in my head; 
Subsistence; corn meal gruel; the corn 
bread issued is of the coarsest kind; and 
the meat is not fit for the stomach of an alligator.
SUNDAY, 31.
This is Sunday; but as usual there is no 
Sunday wherever military operations 
go on. the ""Johny Rebs"" are very busy all 
day to day, fortifying as though they 
anticipated trouble of some kind at this place. 
I feel considerably better to day; If deliverance 
comes soon; I feel as though I might yet 
weather the storm; Rumours are 
favorable; I pray God they may be true. 
Goodby to July.",
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-46,218861,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:046/full/pct:50/0/default.jpg,"August, Monday, 1. 1864.
Last night, I attended preaching within the
stockade; the night was very dark; but the meeting 
was animated & lively; Subject, ""Wherefore
seeing we are compassed about with so great a
cloud of Witnesses && To day a Reb Chaplain
preached to the prisoners; he told them to be
of good cheer. that exchange was agreed upon,
God grant it may be true; Eve. rain;
Tuesday, 2.
Another day is almost past; and I am always 
glad at the close of a day while in
this miserable prison; for if ever deliverance
comes each day brings it one day nearer; 
To day there was a terrible thunder storm
several trees were struck near the Stockades
& the camp was deluged with rain, paid 
$1.00 for eight small potatoes not as large as a hens egg.
Wednesday, 3.
I wish I had a gift of Homer or Virgil that I
might describe some of the sufferings of many
of the unfortunate inmates of this miserable 
prison; spent three hours in the heat of the
day trying to get Foster taken out to the Hos. 
& then had to carry him back to quarters, to 
repeat the operation tomorrow. Eve. feel very ill
being over-taxed this morning; More Prisoners 
are brought in; eve. threatens rain.
August, Thursday, 4. 1864.
This morning the sick anticipating the 
prospect of getting out to the hospital went 
to the gate early in the morning, and when
the street leading to the gate was crowded there
with sick & dying men; instead of taking them
out to hos; they must return to quarters to die;
to give the miserable ration wagon place; the
rations consist of only miserable boiled rice, more
Prisoners are brought in to day 
Friday, 5.
I do not know what to think of the 
appearance of affairs; sometimes I am inclined 
to believe that deliverance is near;
& again I can see but little to hope from
this day is very hot; the sick are being
removed but very slowly; this evening some
50 more Yankee Prisoners are brought in;
O God Grant us speedy Deliverance.
Saturday, 6.
I am 31 years old to day; but I am more
broken down & my joints are stiffer than they
ought to be at 60; It is a hard place to celebrate 
a birth day; in a military prison
where a man cannot call his life his
own to day I saw one of the guards shoot
a man through the head killing him 
instantly; O cruel enemy! Your turn may
come sooner than you think. Yesterday James
Richie Co. B 103rd P.V. died, this makes the 5th",James Richie; this makes the 5th or possibly 9th; this makes the 5th or possibly 9th
